order_item_id,order_item_name,order_item_type,order_id
24161,Shipping Charges,shipping,14004
24170,Black asymmetrical cotton dress - XL,line_item,14005
24171,White stripes cotton dress - XL,line_item,14005
24172,Pink floral 1tier cotton dress - XL,line_item,14005
24173,Shipping Charges,shipping,14005
24188,Lavender georgette dress - XL,line_item,14006
24189,Grey high low georgette dress - XL,line_item,14006
24190,Violet kalamkari cotton dress - XL,line_item,14006
24191,Green shaded dress - XL,line_item,14006
24192,Lavender organza dress - XL,line_item,14006
24193,Peach chanderi cotton mirror work dress with dupatta - XL,line_item,14006
24194,Shipping Charges,shipping,14006
24195,Cream glace cotton lehenga with blouse - XL,line_item,14007
24196,Shipping Charges,shipping,14007
24197,Green patchwork finish glace cotton 3 tier lehenga with blouse - S,line_item,14008
24198,Shipping Charges,shipping,14008
24201,Lavender georgette dress - L,line_item,14009
24202,Shipping Charges,shipping,14009
24203,Pista green georgette dress - M,line_item,14010
24204,Shipping Charges,shipping,14010
24205,Violet georgette dress - L,line_item,14011
24206,Peach chanderi cotton mirror work dress with dupatta - L,line_item,14011
24207,Shipping Charges,shipping,14011
24212,Baby pink 2 tier cotton dress - 2XL,line_item,14012
24213,Blue cotton dress - 2XL,line_item,14012
24214,Black cotton dress 3 - 2XL,line_item,14012
24215,Shipping Charges,shipping,14012
24216,Violet kalamkari cotton dress - M,line_item,14013
24217,Shipping Charges,shipping,14013
24218,Violet kalamkari cotton dress - S,line_item,14014
24219,Shipping Charges,shipping,14014
24220,Blue cotton dress - XS,line_item,14015
24221,Shipping Charges,shipping,14015
24227,Blue georgette lehenga and blouse - M,line_item,14018
24228,Indigo cotton lehenga and blouse 2 - M,line_item,14018
24229,Shipping Charges,shipping,14018
24232,Cream glace cotton lehenga with blouse - XS,line_item,14020
24233,Shipping Charges,shipping,14020
24236,White shibori organza mirror work dress - S,line_item,14019
24237,Shipping Charges,shipping,14019
24238,Green organza saree with blouse - M,line_item,14021
24239,Shipping Charges,shipping,14021
24244,Peach georgette mirror 3 tier lehenga and blouse with duppatta - S,line_item,14022
24245,Shipping Charges,shipping,14022
24246,Yellow cotton lehenga and blouse - L,line_item,14024
24247,Shipping Charges,shipping,14024
24248,Olive green 3 tier cotton dress - 3XL,line_item,14025
24249,Black 1 tier hakoba dress - 3XL,line_item,14025
24250,Shipping Charges,shipping,14025
24251,Red 3 tier georgette dress - 4XL,line_item,14026
24252,Violet kalamkari cotton dress - 4XL,line_item,14026
24253,Shipping Charges,shipping,14026
24254,Lilac 2 tier cotton dress - L,line_item,14027
24255,Shipping Charges,shipping,14027
24260,Violet kalamkari cotton dress - XL,line_item,14029
24261,Shipping Charges,shipping,14029
24262,Blue georgette dress - L,line_item,14030
24263,Shipping Charges,shipping,14030
24264,Pink 3 tier organza dress - S,line_item,14031
24265,Shipping Charges,shipping,14031
24266,Pink 3 tier organza dress - M,line_item,14032
24267,Shipping Charges,shipping,14032
24268,White shibori organza lehenga and blouse with net dupatta - L,line_item,14033
24269,Shipping Charges,shipping,14033
24270,Blue cotton dress - M,line_item,14034
24271,Pink patchwork finish glace cotton 3 tier lehenga with blouse - M,line_item,14034
24272,Shipping Charges,shipping,14034
24275,Cyan 3tier cotton dress - M,line_item,14036
24276,Shipping Charges,shipping,14036
24277,Blue high low cotton dress - M,line_item,14037
24278,Shipping Charges,shipping,14037
24279,Grey high low georgette dress - M,line_item,14038
24280,Pista green georgette dress - M,line_item,14038
24281,Shipping Charges,shipping,14038
24282,Black cotton dress 3 - XS,line_item,14039
24283,Shipping Charges,shipping,14039
24286,Black cotton dress 3 - M,line_item,14041
24287,Shipping Charges,shipping,14041
24288,Indigo cotton lehenga and blouse - M,line_item,14042
24289,Shipping Charges,shipping,14042
24296,Cream glace cotton lehenga with blouse - S,line_item,14046
24297,Shipping Charges,shipping,14046
24310,Violet georgette dress - M,line_item,14051
24311,Black cotton dress 3 - M,line_item,14051
24312,Shipping Charges,shipping,14051
24322,Indigo cotton lehenga and blouse - S,line_item,14053
24323,Shipping Charges,shipping,14053
24324,Pink floral 1tier cotton dress - L,line_item,14055
24325,Pista green georgette dress - L,line_item,14055
24326,Shipping Charges,shipping,14055
24327,Violet kalamkari cotton dress - XL,line_item,14056
24328,Shipping Charges,shipping,14056
24329,Lavender georgette dress - L,line_item,14057
24330,Shipping Charges,shipping,14057
24333,Pink 3 tier organza dress - 2XL,line_item,14059
24334,Shipping Charges,shipping,14059
24335,Green high low georgette dress - XL,line_item,14060
24336,Shipping Charges,shipping,14060
24337,Baby pink 2 tier cotton dress - 2XL,line_item,14061
24338,Blue 1 tier georgette dress - 2XL,line_item,14061
24339,Cyan 3tier cotton dress - 2XL,line_item,14061
24340,Olive green 3 tier cotton dress - 2XL,line_item,14061
24341,Shipping Charges,shipping,14061
24360,Violet georgette dress - S,line_item,14073
24361,Blue floral georgette dress - S,line_item,14073
24362,Shipping Charges,shipping,14073
24363,Blue georgette dress - L,line_item,14062
24364,Grey high low georgette dress - L,line_item,14062
24365,Maroon georgette dress - L,line_item,14062
24366,Pink 3 tier organza dress - L,line_item,14062
24367,Red 3 tier georgette dress - L,line_item,14062
24368,Shipping Charges,shipping,14062
24371,Violet georgette dress - XXS,line_item,14075
24372,Shipping Charges,shipping,14075
24373,Violet georgette dress - M,line_item,14076
24374,Shipping Charges,shipping,14076
24377,Grey high low georgette dress - L,line_item,14078
24378,Yellow tie and dye 3tier cotton dress - L,line_item,14078
24379,Shipping Charges,shipping,14078
24380,Blue floral georgette dress - M,line_item,14079
24381,Shipping Charges,shipping,14079
24391,Black 3 tier georgette dress - S,line_item,14084
24392,White cotton dress - S,line_item,14084
24393,Green high low georgette dress - S,line_item,14084
24394,Purple georgette 3 tier lehenga and blouse - S,line_item,14084
24395,Shipping Charges,shipping,14084
24399,Lilac 1 tier cotton dress - M,line_item,14086
24400,Shipping Charges,shipping,14086
24401,Violet georgette dress - L,line_item,14087
24402,Shipping Charges,shipping,14087
24403,Violet chikankaari georgette lehenga with blouse with mirror work net duppatta - S,line_item,14088
24404,Shipping Charges,shipping,14088
24409,Violet kalamkari cotton dress - L,line_item,14089
24410,Shipping Charges,shipping,14089
24411,Violet georgette dress - S,line_item,14090
24412,Shipping Charges,shipping,14090
24413,Green high low georgette dress - S,line_item,14091
24414,Violet georgette dress - S,line_item,14091
24415,Shipping Charges,shipping,14091
24418,Ash blue cotton dress - XS,line_item,14093
24419,White multicoloured georgette dress - XS,line_item,14093
24420,Shipping Charges,shipping,14093
24423,Black 1 tier hakoba dress - XL,line_item,14095
24424,Shipping Charges,shipping,14095
24425,Cream glace cotton lehenga with blouse - M,line_item,14096
24426,Shipping Charges,shipping,14096
24434,Baby pink 2 tier cotton dress - 4XL,line_item,14099
24435,Shipping Charges,shipping,14099
24436,Blue 1 tier georgette dress - M,line_item,14100
24437,Shipping Charges,shipping,14100
24438,Green shaded dress - M,line_item,14101
24439,Shipping Charges,shipping,14101
24440,Violet georgette dress - S,line_item,14102
24441,Shipping Charges,shipping,14102
24444,Pista green georgette dress - S,line_item,14104
24445,Shipping Charges,shipping,14104
24449,Indigo cotton dress - 2XL,line_item,14128
24450,Shipping Charges,shipping,14128
24455,Olive green 3 tier cotton dress - XS,line_item,14130
24456,Shipping Charges,shipping,14130
24457,Violet georgette dress - S,line_item,14131
24458,Shipping Charges,shipping,14131
24459,Violet kalamkari cotton dress - S,line_item,14132
24460,Shipping Charges,shipping,14132
24469,Pink 3 tier organza dress - L,line_item,14135
24470,Shipping Charges,shipping,14135
24471,Lavender georgette dress - XL,line_item,14136
24472,Shipping Charges,shipping,14136
24475,Lavender georgette dress - L,line_item,14137
24476,Shipping Charges,shipping,14137
24483,Purple georgette dress - M,line_item,14141
24484,Shipping Charges,shipping,14141
24487,Cream glace cotton lehenga with blouse - S,line_item,14143
24488,Shipping Charges,shipping,14143
24489,Red hakoba coord set - M,line_item,14234
24490,Shipping Charges,shipping,14234
24491,Green cotton suit with chanderi duppatta (diwali) - L,line_item,14235
24492,Shipping Charges,shipping,14235
24493,Cream glace cotton lehenga with blouse(diwali) - S,line_item,14236
24494,Shipping Charges,shipping,14236
24495,Pink organza 3 tier lehenga and blouse (diwali) - XS,line_item,14237
24496,Shipping Charges,shipping,14237
24497,Red ikkat lehenga and blouse (diwali) - M,line_item,14238
24498,Shipping Charges,shipping,14238
24499,Indigo cotton dress - M,line_item,14239
24500,Shipping Charges,shipping,14239
24503,Blue organza lehenga with blouse (diwali) - S,line_item,14241
24504,Shipping Charges,shipping,14241
24505,Green organza gold zari lehenga and blouse - L,line_item,14242
24506,Shipping Charges,shipping,14242
24507,Mehendi green hakoba dress - L,line_item,14243
24508,Shipping Charges,shipping,14243
24511,Blue 1 tier georgette dress - S,line_item,14245
24512,Lavender georgette dress - S,line_item,14245
24513,White 1 tier georgette dress - S,line_item,14245
24514,Shipping Charges,shipping,14245
24518,Lavender chanderi  cotton mirror work suit (diwali) - S,line_item,14246
24519,Blue georgette mirror work kurti with gharara (diwali) - S,line_item,14246
24520,Shipping Charges,shipping,14246
24521,Pink organza 3 tier lehenga and blouse (diwali) - 4XL,line_item,14247
24522,Shipping Charges,shipping,14247
24523,Navy blue georgette lehenga and blouse - M,line_item,14248
24524,Shipping Charges,shipping,14248
24525,Red velvet dress - XL,line_item,14249
24526,Pink 3 tier organza dress - XL,line_item,14249
24527,Shipping Charges,shipping,14249
24528,Peach georgette mirror 3 tier lehenga and blouse with duppatta - L,line_item,14250
24529,Shipping Charges,shipping,14250
24530,Red bandhini glace cotton dress - 2XL,line_item,14251
24531,Shipping Charges,shipping,14251
24532,Blue georgette lehenga and blouse - S,line_item,14255
24533,Shipping Charges,shipping,14255
24534,Mint green collar ruffles  georgette dress - S,line_item,14256
24535,Shipping Charges,shipping,14256
24538,Green georgette lehenga and blouse (diwali) - XS,line_item,14258
24539,Shipping Charges,shipping,14258
24544,Pink patchwork finish glace cotton 3 tier lehenga with blouse(diwali) - M,line_item,14261
24545,Shipping Charges,shipping,14261
24546,Pink patchwork finish glace cotton 3 tier lehenga with blouse(diwali) - XL,line_item,14262
24547,Shipping Charges,shipping,14262
24548,Red hakoba coord set - M,line_item,14263
24549,Shipping Charges,shipping,14263
24550,Violet georgette dress - S,line_item,14264
24551,Shipping Charges,shipping,14264
24554,Blue cotton coord set - L,line_item,14266
24555,Shipping Charges,shipping,14266
24565,Black 1 tier hakoba dress - M,line_item,14269
24566,Shipping Charges,shipping,14269
24569,Green organza saree with blouse - L,line_item,14271
24570,Shipping Charges,shipping,14271
24575,Green shaded dress - L,line_item,14273
24576,Pink 3 tier organza dress - L,line_item,14273
24577,Shipping Charges,shipping,14273
24580,Pink patchwork finish glace cotton 3 tier lehenga with blouse(diwali) - S,line_item,14275
24581,Shipping Charges,shipping,14275
24596,Blue organza lehenga with blouse (diwali) - 4XL,line_item,14279
24597,Shipping Charges,shipping,14279
24602,White georgette dress - L,line_item,14282
24603,Shipping Charges,shipping,14282
24610,Lavender georgette dress - M,line_item,14284
24611,Shipping Charges,shipping,14284
24612,Red ikkat lehenga and blouse (diwali) - S,line_item,14285
24613,Shipping Charges,shipping,14285
24614,Violet chikankaari georgette lehenga with blouse with mirror work net duppatta (diwali) - XS,line_item,14286
24615,Shipping Charges,shipping,14286
24616,Lavender georgette dress - L,line_item,14287
24617,Shipping Charges,shipping,14287
24618,Green georgette lehenga and blouse (diwali) - M,line_item,14288
24619,Shipping Charges,shipping,14288
24620,Pink shibori organza mirror work dress - S,line_item,14289
24621,Shipping Charges,shipping,14289
24622,Green georgette lehenga and blouse (diwali) - L,line_item,14290
24623,Shipping Charges,shipping,14290
24628,Violet georgette dress - L,line_item,14293
24629,Violet georgette dress - 2XL,line_item,14293
24630,Shipping Charges,shipping,14293
24631,Maroon georgette dress - S,line_item,14294
24632,Shipping Charges,shipping,14294
24641,Blue organza lehenga with blouse (diwali) - M,line_item,14297
24642,Shipping Charges,shipping,14297
24645,Green cotton suit with chanderi duppatta (diwali) - M,line_item,14299
24646,Shipping Charges,shipping,14299
24653,Green shaded dress - S,line_item,14302
24654,Shipping Charges,shipping,14302
24655,Yellow tie and dye 3tier cotton dress - XS,line_item,14303
24656,Shipping Charges,shipping,14303
24659,Blue cotton dress - 2XL,line_item,14305
24660,Shipping Charges,shipping,14305
24663,Green georgette lehenga and blouse (diwali) - XL,line_item,14307
24664,Shipping Charges,shipping,14307
24670,Blue organza lehenga with blouse (diwali) - XL,line_item,14309
24671,Shipping Charges,shipping,14309
24675,Green cotton suit with chanderi duppatta (diwali) - 2XL,line_item,14310
24676,White multicoloured georgette dress - 2XL,line_item,14310
24677,Shipping Charges,shipping,14310
24684,Pink patchwork finish glace cotton 3 tier lehenga with blouse(diwali) - S,line_item,14312
24685,Shipping Charges,shipping,14312
24689,Blue 1 tier georgette dress - XS,line_item,14318
24690,Shipping Charges,shipping,14318
24698,Violet georgette dress - L,line_item,14320
24699,Red 3 tier georgette dress - L,line_item,14320
24700,Blue floral georgette lehenga and blouse - L,line_item,14320
24701,Indigo coat - L,line_item,14320
24702,Shipping Charges,shipping,14320
24703,Lavender organza dress - L,line_item,14321
24704,Cream glace cotton lehenga with blouse(diwali) - L,line_item,14321
24705,Shipping Charges,shipping,14321
24706,Pink organza 3 tier lehenga and blouse (diwali) - S,line_item,14322
24707,Shipping Charges,shipping,14322
24708,Black georgette mirror work 3 tier lehenga and blouse - XS,line_item,14323
24709,Shipping Charges,shipping,14323
24714,Green cotton suit with chanderi duppatta (diwali) - M,line_item,14324
24715,Shipping Charges,shipping,14324
24722,Blue organza dress with dupatta(diwali) - S,line_item,14327
24723,Shipping Charges,shipping,14327
24724,Green georgette lehenga and blouse (diwali) - L,line_item,14338
24725,Shipping Charges,shipping,14338
24726,Grey high low georgette dress - XS,line_item,14341
24727,Shipping Charges,shipping,14341
24730,Violet georgette dress - L,line_item,14357
24731,Shipping Charges,shipping,14357
24735,Lavender georgette dress - M,line_item,14404
24736,Shipping Charges,shipping,14404
24755,Blue georgette dress - XL,line_item,14405
24756,Maroon georgette dress - 10-12 yrs,line_item,14405
24757,Violet georgette dress - XL,line_item,14405
24758,White 1 tier georgette dress - XL,line_item,14405
24759,Orange tie and dye lehenga and blouse - XL,line_item,14405
24760,White georgette kashmiri work lehenga and blouse with duppatta - XL,line_item,14405
24761,Violet chikankaari georgette lehenga with blouse with mirror work net duppatta (diwali) - XL,line_item,14405
24762,Yellow printed georgette dress - XL,line_item,14405
24763,Maroon georgette dress - XL,line_item,14405
24764,Blue floral georgette lehenga and blouse - XL,line_item,14405
24765,Violet chikankaari georgette lehenga with blouse with mirror work net duppatta (diwali) - S,line_item,14405
24766,Black georgette mirror work 3 tier lehenga and blouse - S,line_item,14405
24767,Maroon georgette dress - S,line_item,14405
24768,White georgette dress - S,line_item,14405
24769,Blue ajrak  print 2 tier cotton dress - XL,line_item,14405
24770,Shipping Charges,shipping,14405
24773,Grey organza dress with dupatta - XXS,line_item,14407
24774,Shipping Charges,shipping,14407
24777,Pink organza 3 tier lehenga and blouse (diwali) - S,line_item,14409
24778,Shipping Charges,shipping,14409
24779,Blue organza lehenga with blouse - 3XL,line_item,14410
24780,Shipping Charges,shipping,14410
24781,Violet georgette dress - M,line_item,14411
24782,Shipping Charges,shipping,14411
24787,Green georgette lehenga and blouse (diwali) - 4XL,line_item,14412
24788,Shipping Charges,shipping,14412
24789,Blue organza dress with dupatta(diwali) - M,line_item,14413
24790,Shipping Charges,shipping,14413
24795,Pink floral 1tier cotton dress - 2XL,line_item,14415
24796,Shipping Charges,shipping,14415
24797,Lavender organza dress - L,line_item,14416
24798,Grey high low georgette dress - L,line_item,14416
24799,Shipping Charges,shipping,14416
24804,Green georgette lehenga and blouse (diwali) - XL,line_item,14447
24805,Shipping Charges,shipping,14447
24808,Pink shibori organza mirror work dress - 2XL,line_item,14448
24809,Shipping Charges,shipping,14448
24814,Cyan 3tier cotton dress - XS,line_item,14450
24815,Shipping Charges,shipping,14450
24830,Black patchwork finish glace cotton skirt - L,line_item,14453
24831,Cream glace cotton lehenga with blouse(diwali) - L,line_item,14453
24832,Shipping Charges,shipping,14453
24833,Black and pink mirror work georgette lehenga and blouse with can-can skirt - S,line_item,14454
24834,Shipping Charges,shipping,14454
24835,Green cotton suit with chanderi duppatta (diwali) - M,line_item,14455
24836,Shipping Charges,shipping,14455
24837,Pista green georgette dress - M,line_item,14456
24838,Shipping Charges,shipping,14456
24839,Pink patchwork finish glace cotton 3 tier lehenga with blouse(diwali) - XL,line_item,14457
24840,Shipping Charges,shipping,14457
24841,Green cotton dress - S,line_item,14458
24842,Shipping Charges,shipping,14458
24843,Lavender georgette dress - XL,line_item,14459
24844,Shipping Charges,shipping,14459
24845,Violet georgette dress - S,line_item,14460
24846,Shipping Charges,shipping,14460
24847,Blue floral georgette lehenga and blouse - XL,line_item,14461
24848,Shipping Charges,shipping,14461
24849,Black cotton dress 3 - M,line_item,14462
24850,Yellow georgette dress - M,line_item,14462
24851,Shipping Charges,shipping,14462
24852,Olive green 3 tier cotton dress - M,line_item,14463
24853,Shipping Charges,shipping,14463
24854,Black mirror work georgette dress (diwali) - 4XL,line_item,14464
24855,Shipping Charges,shipping,14464
24860,Maroon georgette dress - 3XL,line_item,14466
24861,Shipping Charges,shipping,14466
24864,Grey high low georgette dress - XS,line_item,14468
24865,Shipping Charges,shipping,14468
24866,Pink 3 tier organza dress - M,line_item,14469
24867,Shipping Charges,shipping,14469
24868,Cream glace cotton dress - 2XL,line_item,14470
24869,Shipping Charges,shipping,14470
24874,Lavender georgette dress - M,line_item,14471
24875,Shipping Charges,shipping,14471
24876,Blue ajrak  print 2 tier cotton dress - S,line_item,14472
24877,Shipping Charges,shipping,14472
24878,White georgette dress 2 - XL,line_item,14473
24879,Shipping Charges,shipping,14473
24880,Black cotton dress 3 - XL,line_item,14474
24881,Shipping Charges,shipping,14474
24882,Pink organza lehenga and blouse with duppatta - XS,line_item,14475
24883,Shipping Charges,shipping,14475
24887,Black cotton dress 3 - M,line_item,14476
24888,Pink floral 1tier cotton dress - M,line_item,14476
24889,Shipping Charges,shipping,14476
24890,Green patchwork finish glace cotton 3 tier lehenga with blouse - M,line_item,14477
24891,Lavender georgette dress - M,line_item,14477
24892,Shipping Charges,shipping,14477
24897,Red ikkat lehenga and blouse (diwali) - M,line_item,14479
24898,Shipping Charges,shipping,14479
24901,Pink organza lehenga and blouse with duppatta - M,line_item,14484
24902,Shipping Charges,shipping,14484
24903,Pink organza lehenga and blouse with duppatta - 1-5 yrs,line_item,14485
24904,Pink organza lehenga and blouse with duppatta - L,line_item,14485
24905,Shipping Charges,shipping,14485
24906,Pink 3 tier organza dress - S,line_item,14486
24907,Shipping Charges,shipping,14486
24908,Black cotton dress 2 - 2XL,line_item,14487
24909,Blue cotton coord set - 3XL,line_item,14487
24910,Shipping Charges,shipping,14487
24911,Blue organza lehenga with blouse - L,line_item,14541
24912,Shipping Charges,shipping,14541
24915,Blue organza lehenga with blouse - S,line_item,14607
24916,Shipping Charges,shipping,14607
24919,Pink organza 3 tier lehenga and blouse - S,line_item,14661
24920,Shipping Charges,shipping,14661
24921,White cotton co-ord set - XL,line_item,14692
24922,Shipping Charges,shipping,14692
24923,Violet chikankaari georgette lehenga with blouse with mirror work net duppatta (diwali) - XS,line_item,14693
24924,Shipping Charges,shipping,14693
24925,Violet georgette dress - M,line_item,14694
24926,Shipping Charges,shipping,14694
24927,Violet georgette dress - XL,line_item,14716
24928,Shipping Charges,shipping,14716
24932,Green high low georgette dress - S,line_item,14731
24933,Shipping Charges,shipping,14731
24938,Maroon georgette dress - L,line_item,14766
24939,Shipping Charges,shipping,14766
24940,Blue floral cotton dress 2 - S,line_item,14767
24941,Shipping Charges,shipping,14767
24942,Violet chikankaari georgette lehenga with blouse with mirror work net duppatta (diwali) - XS,line_item,14768
24943,Shipping Charges,shipping,14768
24944,Violet georgette dress - M,line_item,14769
24945,Shipping Charges,shipping,14769
24946,Indigo cotton lehenga and blouse - M,line_item,14770
24947,Shipping Charges,shipping,14770
24948,Red ikkat lehenga and blouse (diwali) - L,line_item,14791
24949,Shipping Charges,shipping,14791
24950,Violet chikankaari georgette lehenga with blouse with mirror work net duppatta (diwali) - M,line_item,14793
24951,Shipping Charges,shipping,14793
24956,Green shaded dress - S,line_item,14800
24957,Shipping Charges,shipping,14800
24958,Pink 3 tier organza dress - 2XL,line_item,14831
24959,Shipping Charges,shipping,14831
24960,Green georgette lehenga and blouse (diwali) - M,line_item,14991
24961,Shipping Charges,shipping,14991
24964,Blue georgette dress - S,line_item,15025
24965,Shipping Charges,shipping,15025
24972,Pink floral 1tier cotton dress - XL,line_item,15162
24973,Shipping Charges,shipping,15162
24974,Violet georgette dress - M,line_item,15163
24975,Shipping Charges,shipping,15163
24976,Pink organza lehenga and blouse with duppatta - XS,line_item,15164
24977,Shipping Charges,shipping,15164
24980,Violet georgette dress - XL,line_item,15166
24981,Red georgette mirror work kurti with gharara (diwali) - XS,line_item,15166
24982,Shipping Charges,shipping,15166
24983,Blue organza lehenga with blouse - XS,line_item,15180
24984,Shipping Charges,shipping,15180
24989,Black cotton dress 3 - M,line_item,15182
24990,Shipping Charges,shipping,15182
24993,Black georgette mirror work 3 tier lehenga and blouse - S,line_item,15184
24994,Shipping Charges,shipping,15184
24995,Violet kalamkari cotton dress - S,line_item,15185
24996,Shipping Charges,shipping,15185
24997,Red georgette mirror work kurti with gharara (diwali) - XS,line_item,15186
24998,Shipping Charges,shipping,15186
25001,Red ajrak cotton skirt - 5XL,line_item,15187
25002,Shipping Charges,shipping,15187
25003,Violet georgette coord set - 3XL,line_item,15188
25004,Yellow tie and dye 3tier cotton dress - 3XL,line_item,15188
25005,Pink 3 tier organza dress - 3XL,line_item,15188
25006,Green shaded dress - 3XL,line_item,15188
25007,Blue 1 tier georgette dress - 3XL,line_item,15188
25008,Black georgette mirror work 3 tier lehenga and blouse - 3XL,line_item,15188
25009,Shipping Charges,shipping,15188
25012,Black 3 tier ikkat cotton dress - XS,line_item,15189
25013,Shipping Charges,shipping,15189
25024,Red 3 tier georgette dress - M,line_item,15194
25025,Shipping Charges,shipping,15194
25031,Green organza suit - S,line_item,15196
25032,Shipping Charges,shipping,15196
25033,Blue asymmetrical ikkat coord set - S,line_item,15197
25034,Shipping Charges,shipping,15197
25035,Cream glace cotton lehenga with blouse(diwali) - S,line_item,15198
25036,Shipping Charges,shipping,15198
25061,Pink cotton suit with cotton duppatta (diwali) - M,line_item,15199
25062,Yellow tie and dye 3tier cotton dress - M,line_item,15199
25063,Black cotton suit with kota silk dupatta (diwali) - M,line_item,15199
25064,Peach chanderi cotton mirror work dress with dupatta - M,line_item,15199
25065,Violet georgette dress - M,line_item,15199
25066,Blue ajrak  print 2 tier cotton dress - M,line_item,15199
25067,Green ikkat cotton dress - M,line_item,15199
25068,Shipping Charges,shipping,15199
25071,Green georgette lehenga and blouse (diwali) - 2XL,line_item,15201
25072,Yellow printed georgette dress - 2XL,line_item,15201
25073,Indigo coat - XL,line_item,15201
25074,Shipping Charges,shipping,15201
25075,Dark violet ikkat dress - 4XL,line_item,15202
25076,Shipping Charges,shipping,15202
25086,Violet kalamkari cotton dress - M,line_item,15205
25087,Shipping Charges,shipping,15205
25088,Violet georgette dress - S,line_item,15206
25089,Blue 1 tier georgette dress - S,line_item,15206
25090,Ash blue cotton dress - S,line_item,15206
25091,Shipping Charges,shipping,15206
25098,Lilac 2 tier cotton dress - XL,line_item,15210
25099,Pink floral 1tier cotton dress - XL,line_item,15210
25100,Shipping Charges,shipping,15210
25101,Violet chikankaari georgette lehenga with blouse with mirror work net duppatta (diwali) - L,line_item,15211
25102,Shipping Charges,shipping,15211
25103,Pink floral 1tier cotton dress - M,line_item,15212
25104,Shipping Charges,shipping,15212
25105,Lavender organza dress - L,line_item,15213
25106,Shipping Charges,shipping,15213
25109,Maroon georgette dress - L,line_item,15214
25110,Shipping Charges,shipping,15214
25111,Blue asymmetrical ikkat coord set - M,line_item,15215
25112,Shipping Charges,shipping,15215
25115,Dark violet ikkat dress - 3XL,line_item,15217
25116,Shipping Charges,shipping,15217
25117,White cotton co-ord set - S,line_item,15218
25118,Shipping Charges,shipping,15218
25119,Violet georgette dress - S,line_item,15222
25120,Pink ikkat cotton dress - S,line_item,15222
25121,Black cotton dress 4 - S,line_item,15222
25122,Shipping Charges,shipping,15222
25126,Lavender georgette dress - M,line_item,15244
25127,Shipping Charges,shipping,15244
25131,Violet chikankaari georgette lehenga with blouse with mirror work net duppatta (diwali) - XS,line_item,15257
25132,Shipping Charges,shipping,15257
25135,Pink patchwork finish glace cotton 3 tier lehenga with blouse(diwali) - XS,line_item,15265
25136,Shipping Charges,shipping,15265
25139,Cream glace cotton dress - S,line_item,15267
25140,Shipping Charges,shipping,15267
25143,Black and pink mirror work georgette lehenga and blouse with can-can skirt - M,line_item,15269
25144,Shipping Charges,shipping,15269
25147,Violet georgette dress - M,line_item,15271
25148,Shipping Charges,shipping,15271
25149,Cream glace cotton lehenga with blouse(diwali) - M,line_item,15272
25150,Shipping Charges,shipping,15272
25155,Green georgette lehenga and blouse - S,line_item,15289
25156,Shipping Charges,shipping,15289
25161,Violet georgette dress - M,line_item,15290
25162,Shipping Charges,shipping,15290
25163,Pink patchwork finish glace cotton 3 tier lehenga with blouse - S,line_item,15291
25164,Shipping Charges,shipping,15291
25167,Red ikkat lehenga and blouse - S,line_item,15293
25168,Green shaded dress - S,line_item,15293
25169,Violet georgette dress - S,line_item,15293
25170,Shipping Charges,shipping,15293
25179,Black asymmetrical cotton co-ord set - L,line_item,15296
25180,Shipping Charges,shipping,15296
25181,Blue organza lehenga with blouse - L,line_item,15298
25182,Green georgette lehenga and blouse - XL,line_item,15298
25183,Shipping Charges,shipping,15298
25190,Royal blue georgette dress - L,line_item,15302
25191,Shipping Charges,shipping,15302
25194,Blue organza lehenga with blouse - M,line_item,15304
25195,Shipping Charges,shipping,15304
25196,Pastel green cotton dress - XL,line_item,15305
25197,Black cotton dress 3 - XL,line_item,15305
25198,Shipping Charges,shipping,15305
25203,Maroon georgette dress - L,line_item,15307
25204,Shipping Charges,shipping,15307
25205,Black 3 tier ikkat cotton dress - XL,line_item,15308
25206,Shipping Charges,shipping,15308
25207,Black georgette mirror work 3 tier lehenga and blouse - M,line_item,15309
25208,Shipping Charges,shipping,15309
25213,Black cotton dress 3 - S,line_item,15310
25214,Shipping Charges,shipping,15310
25215,Black cotton dress 3 - M,line_item,15311
25216,Green cotton dress - M,line_item,15311
25217,Shipping Charges,shipping,15311
25218,Red georgette mirror work kurti with gharara - L,line_item,15312
25219,Shipping Charges,shipping,15312
25220,Green georgette lehenga and blouse - L,line_item,15313
25221,Shipping Charges,shipping,15313
25222,Purple georgette 3 tier lehenga and blouse - S,line_item,15314
25223,Shipping Charges,shipping,15314
25230,Black 3 tier georgette dress - S,line_item,15318
25231,Shipping Charges,shipping,15318
25232,Mehendi green hakoba dress - L,line_item,15319
25233,Shipping Charges,shipping,15319
25234,Lavender georgette dress - XS,line_item,15320
25235,Shipping Charges,shipping,15320
25238,Black cotton dress 3 - L,line_item,15321
25239,Shipping Charges,shipping,15321
25249,White cotton co-ord set - M,line_item,15324
25250,Maroon cotton lehenga and blouse - M,line_item,15324
25251,Shipping Charges,shipping,15324
25252,Pastel green cotton dress - L,line_item,15326
25253,Shipping Charges,shipping,15326
25259,Purple hakoba dress - M,line_item,15329
25260,Shipping Charges,shipping,15329
25261,Violet georgette dress - M,line_item,15331
25262,Shipping Charges,shipping,15331
25265,Indigo coat - M,line_item,15333
25266,Shipping Charges,shipping,15333
25269,Black cotton suit with kota silk dupatta - XXS,line_item,15335
25270,Shipping Charges,shipping,15335
